LSOA code,March,Dec
E01012900,"62,000","50,000"
E01012901,"86,000","82,000"
E01012902,"90,000","90,000"
E01012903,"68,000","55,200"
E01012904,"140,000","125,000"
E01012905,"77,750",:
E01012906,"66,000","65,960"
E01012907,"106,475","91,050"
E01012908,"69,995","85,000"
E01012909,"108,975","103,500"
E01012910,"88,250","93,500"
E01012911,"138,000","136,000"
E01012912,"109,950","98,000"
E01012913,"102,450","92,000"
E01012914,"82,000","87,500"
E01012915,"50,000","56,500"
E01012916,"100,000","91,000"
E01012917,"78,000","81,000"
E01012918,"70,000","69,750"
E01032595,:,"73,475"
E01033104,"78,000","94,500"
E01033105,"119,995","117,975"
E01033106,"145,999","149,995"
E01033107,"179,750","162,475"
E01033108,"114,000","115,000"
E01033109,"92,475","94,475"
E01033110,"75,995","93,500"
E01012919,"216,750","236,000"
E01012920,"238,750","190,000"
E01012921,"159,975","174,975"
E01012922,"159,000","200,000"
E01012923,"149,950","177,500"
E01012924,"173,500","211,500"
E01012925,"172,500","170,000"
E01012926,"161,250","137,750"
E01012927,"152,975","149,975"
E01012928,"72,500","84,475"
E01012929,"82,000","100,250"
E01012930,"112,500","123,500"
E01012931,"108,500","92,750"
E01012932,"112,000","77,999"
E01012933,"130,000","129,000"
E01012934,"135,000","114,265"
E01012935,"160,000","150,000"
E01012936,"155,000","140,500"
E01012937,"151,500","123,500"
E01012938,"112,000","120,000"
E01012939,"181,500","189,950"
E01012940,"113,000","120,000"
E01012941,"117,000","118,000"
E01012942,"147,500","140,000"
E01012943,"97,500","100,000"
E01012944,"95,250","85,000"
E01012945,"86,625","90,000"
E01012946,"92,000","82,500"
E01012947,"122,000","127,500"
E01012948,"111,500","83,000"
E01012949,"95,000","95,000"
E01012950,"171,000","173,500"
E01012951,"105,000","103,500"
E01012952,"115,000","118,000"
E01012953,"159,750","139,999"
E01012954,"187,000","153,000"
E01012955,"133,500","156,750"
E01012956,"189,995","167,500"
E01012957,"102,500","99,750"
E01012958,"174,000","161,000"
E01012959,"154,975","128,725"
E01012960,"189,950","208,500"
E01012961,"133,000","140,000"
E01012962,"154,000","152,000"
E01012963,"123,000","120,000"
E01012964,"110,000","107,000"
E01012965,"273,000","175,000"
E01012966,"152,500","169,500"
E01012967,"180,000","175,501"
E01012968,"242,500","220,000"
E01012969,"155,750","165,000"
E01012970,"215,000","150,000"
E01012972,"159,500","189,500"
E01012973,"158,000","156,000"
E01012974,"124,625","130,000"
E01012975,"160,000","164,000"
E01012976,"111,550",:
E01012977,"147,000","135,000"
E01012978,"156,500","154,250"
E01012979,"120,000","120,000"
E01012980,"113,000","98,000"
E01012981,"250,000","220,135"
E01012982,"123,475","133,750"
E01012983,"126,738","129,825"
E01012984,"169,995","189,998"
E01012985,"135,000","142,000"
E01012986,"137,000","107,500"
E01012987,"168,750","174,500"
E01012988,"237,475","160,000"
E01012989,"140,000","138,000"
E01012990,"168,475","170,000"
E01012991,"152,500","140,000"
E01012992,"117,500","124,000"
E01012993,"152,500","128,000"
E01012994,"107,500","94,725"
E01012995,"99,000","109,000"
E01012996,"210,000","153,000"
E01012997,"73,500","73,000"
E01012998,"133,500","130,000"
E01012999,"68,500","67,000"
E01013000,"63,000","62,000"
E01013001,"89,998","98,850"
E01013002,"95,975","87,450"
E01013003,"121,851","118,000"
E01013004,"91,290","85,500"
E01013005,"219,750","249,225"
E01013006,"114,750","111,550"
E01013007,"133,500","135,000"
E01013008,"110,000","106,000"
E01013009,"119,700","110,000"
E01013010,"115,000","105,500"
E01013011,"142,000","144,250"
E01013012,"244,500","237,500"
E01013013,"94,500","106,000"
E01013014,"121,000","121,725"
E01013015,"166,000","164,950"
E01013016,"208,750","240,000"
E01013017,"165,250","145,000"
E01013018,"117,500","114,000"
E01013019,"219,350","180,000"
E01013020,"172,975","182,475"
E01013021,"120,500","117,500"
E01013022,"250,000","199,980"
E01013023,"206,000","210,000"
E01013024,"130,000","142,000"
E01013025,"155,000","113,000"
E01013026,"128,500","121,000"
E01013027,"129,500","125,000"
E01013028,"133,000","165,000"
E01013029,"102,000","125,000"
E01013030,"151,750","124,250"
E01013031,"142,500","140,000"
E01013032,"120,000","105,000"
E01013033,"140,000","109,000"
E01013034,"169,950","128,300"
E01013035,"140,000","143,250"
E01013036,"123,500","116,250"
E01013037,"124,000","115,000"
E01013038,"100,000","118,000"
E01013039,"151,115","161,750"
E01013040,"174,995","135,900"
E01013041,"169,950","139,000"
E01013042,"233,500","232,000"
E01013043,"145,000","210,750"
E01013044,"159,950","185,000"
E01013045,"95,000","111,000"
E01013046,"124,100","126,975"
E01013047,"122,475","152,500"
E01013048,"162,000","131,750"
E01013049,"147,000","112,000"
E01013050,"119,000","129,000"
E01013051,"105,000","106,950"
E01013052,"152,000","155,000"
E01013053,"211,500","192,500"
E01013054,"195,000","162,000"
E01013055,"161,000","162,500"
E01013056,"175,500","139,500"
E01013057,"219,000","247,500"
E01013058,"270,000","190,000"
E01013059,"216,500","200,000"
E01013060,"200,000","195,000"
E01013061,"189,950","178,000"
E01013062,"172,500","165,000"
E01013063,"203,000","202,500"
E01013064,"190,000","200,000"
E01013065,"145,000","147,000"
E01013066,"182,500","160,000"
E01013067,"190,000","215,000"
E01013068,"245,000","246,250"
E01013069,"124,950","126,900"
E01013070,"208,500","210,000"
E01013071,"119,000","130,000"
E01013072,"145,000","105,500"
E01013073,"159,500","180,500"
E01013074,"115,000","176,250"
E01013075,"140,000","158,000"
E01013076,"155,000","110,000"
E01013077,"156,666","145,000"
E01013078,"140,000","170,000"
E01013079,"131,000","120,000"
E01013080,"78,000","75,000"
E01013081,"137,500","148,000"
E01013082,"110,000","105,000"
E01013083,"89,000","77,000"
E01013084,"74,000","75,000"
E01013085,"110,000","100,000"
E01013086,"118,850","110,000"
E01013087,"142,500","155,000"
E01013088,"365,000","287,000"
E01013089,"225,000","168,500"
E01013090,"175,000","198,500"
E01013091,"250,000","195,000"
E01013092,"159,950","156,495"
E01013093,"211,250","248,750"
E01013094,"132,500","122,000"
E01013095,"132,475","134,000"
E01013096,"130,000","121,725"
E01013097,"109,973","94,500"
E01013098,"139,000","124,500"
E01013099,"110,000","97,000"
E01013100,"148,000","131,350"
E01013101,"116,000","130,000"
E01013102,"102,000","106,500"
E01013103,"126,975","128,950"
E01013104,"135,000","133,000"
E01013105,"145,000","148,000"
E01013106,"90,000","92,500"
E01013107,"115,498","96,000"
E01013108,"222,500","242,500"
E01013110,"167,500","144,975"
E01013111,"140,000","169,000"
E01013112,"193,250","205,000"
E01013113,"184,000","176,250"
E01013114,"325,000","249,950"
E01013115,"110,000","113,500"
E01013116,"249,475","238,000"
E01013117,"212,498","205,500"
E01013118,"202,000","184,250"
E01013119,:,"258,000"
E01013120,"203,750","180,000"
E01013121,"166,000","180,000"
E01013122,"271,500","262,500"
E01013123,"131,375","135,000"
E01013124,"140,000","142,500"
E01013125,"190,000","157,000"
E01013126,"222,250","210,000"
E01013127,"236,250","265,000"
E01032596,"100,000","98,688"
E01033495,"168,995","170,000"
E01033496,"180,000","184,250"
E01013128,"90,000","94,000"
E01013129,"94,500","105,000"
E01013130,"105,000","87,500"
E01013131,"95,000","87,000"
E01013132,"112,750","120,000"
E01013133,"110,000","105,000"
E01013134,"95,000","121,500"
E01013135,"115,000","113,475"
E01013136,:,"48,000"
E01013137,"48,475",:
E01013138,"62,500","34,000"
E01013139,"38,300","44,750"
E01013140,"54,400","51,000"
E01013141,"78,000","62,500"
E01013142,"50,000","51,000"
E01013143,"75,950","65,000"
E01013144,"60,163","64,000"
E01013145,"125,000","124,000"
E01013146,"135,400","120,000"
E01013147,"72,750","61,250"
E01013148,"143,000","152,000"
E01013149,"125,000","120,500"
E01013150,"108,000","118,000"
E01013151,"154,000","160,000"
E01013152,"168,500","186,250"
E01013153,"156,500","160,000"
E01013154,"137,000","125,000"
E01013155,"147,500","148,750"
E01013156,"215,000","174,950"
E01013157,"183,000","165,000"
E01013158,"90,000","89,000"
E01013159,"57,500","36,500"
E01013160,"114,750","95,000"
E01013161,"62,000","67,500"
E01013162,"70,000","62,000"
E01013163,"175,000","155,000"
E01013164,"114,950","103,500"
E01013165,"54,000","50,050"
E01013166,"150,000","150,000"
E01013167,"115,000","159,750"
E01013168,"192,000","184,950"
E01013169,:,"122,500"
E01013170,"124,999","122,500"
E01013171,"179,950","169,000"
E01013172,"153,750","150,000"
E01013173,"136,995","133,725"
E01013174,"58,000","70,000"
E01013175,"124,950","118,550"
E01013176,:,"100,000"
E01013177,"81,000","74,995"
E01013178,"101,500","92,500"
E01013179,"82,500","76,000"
E01013180,"125,000","105,000"
E01013181,"61,900","60,000"
E01013182,"146,000","149,625"
E01013183,"125,000","117,000"
E01013184,"92,000","141,450"
E01013185,"121,250","108,750"
E01013186,"180,000","145,000"
E01013187,"93,500","103,250"
E01013188,"103,650","97,000"
E01013189,"132,950","122,000"
E01013190,"166,000","167,475"
E01013191,"166,250","133,000"
E01013192,"114,950","120,000"
E01013193,"122,500","135,000"
E01013194,"125,000","124,000"
E01013195,"81,000","76,950"
E01013196,"75,000","61,500"
E01013197,"124,750","90,000"
E01013198,"101,000","77,000"
E01013199,"80,000","69,950"
E01013200,"113,750","118,000"
E01013201,"59,000","54,500"
E01013202,"75,000","65,000"
E01013203,"60,000","60,250"
E01013204,"100,000","143,000"
E01013205,"64,500","69,995"
E01013206,"77,000","69,950"
E01013207,"88,000","92,750"
E01013208,:,"50,000"
E01013209,:,"57,475"
E01013210,"52,500","60,000"
E01013211,"91,250","87,000"
E01013212,:,:
E01013213,"110,000","125,000"
E01013214,"157,000","150,500"
E01013215,"231,000","222,000"
E01013216,"142,500","141,101"
E01013217,"132,500","122,500"
E01013218,"52,000","42,000"
E01013219,"60,000","59,500"
E01013220,"54,750","62,000"
E01013221,"57,500","75,000"
E01013222,"53,250","49,750"
E01013223,"185,000","200,000"
E01013224,"132,975","117,500"
E01013225,"244,000","234,000"
E01013226,"144,000","138,975"
E01013227,"98,750","103,500"
E01013228,"91,000","105,000"
E01013229,"80,000","60,500"
E01013231,"64,000","64,000"
E01013233,"66,000","80,000"
E01013234,"89,950","95,000"
E01033414,"108,750","97,000"
E01013236,"94,500","100,000"
E01013237,"80,000","62,000"
E01013238,"90,000","77,100"
E01013239,"89,995","102,500"
E01013240,"130,748","124,975"
E01013241,"130,000","133,500"
E01013242,"187,000","184,000"
E01013243,"181,500","159,000"
E01013244,"161,975","155,000"
E01013245,"86,725","62,500"
E01013246,"110,000","110,000"
E01013247,"158,000","150,000"
E01013248,"143,000","154,950"
E01013249,"106,000","116,250"
E01013250,"148,000","180,000"
E01013251,"158,750","205,000"
E01013252,"152,000","166,000"
E01013253,"132,500","130,000"
E01013254,"92,500","110,000"
E01013255,"120,000","85,000"
E01013256,"94,000","106,000"
E01013257,"156,473","140,000"
E01013258,"90,000","102,750"
E01013259,"141,000","129,500"
E01013260,"124,248","117,000"
E01013261,"120,000","125,000"
E01013262,"130,000","109,000"
E01013263,"123,000","110,000"
E01013264,"109,250","105,000"
E01013265,"126,500","125,000"
E01013266,"125,000","140,000"
E01013267,"172,475","180,000"
E01013268,"174,000","168,000"
E01013269,"175,750","185,000"
E01013270,"130,000","119,750"
E01013271,"103,875","112,375"
E01013272,"107,975","115,700"
E01013273,"158,000","118,000"
E01013274,"137,950","122,000"
E01013275,"120,000","124,998"
E01013276,"98,500","91,250"
E01013277,"110,000","111,000"
E01013278,:,:
E01013279,"88,475","71,000"
E01013280,"93,750","88,500"
E01013281,"76,950","73,000"
E01013282,"86,750","86,750"
E01013283,"75,000","58,000"
E01013284,"79,000","75,000"
E01013285,"100,000","105,000"
E01013286,"65,000","80,000"
E01013287,"91,500","93,000"
E01013288,"104,000","104,250"
E01013289,"103,500","118,000"
E01013290,"157,000","122,500"
E01013291,"124,950","90,750"
E01013292,"114,000","110,000"
E01013293,"123,500","122,500"
E01013294,"140,000","113,500"
E01013295,"102,150","92,500"
E01013296,"55,000","57,500"
E01013297,"109,950","100,000"
E01013298,"74,750","80,000"
E01013299,"60,580","66,475"
E01013300,"63,160","50,500"
E01013301,"111,000","101,250"
E01013302,"150,000","114,000"
E01013303,"90,000","92,500"
E01013304,"195,000","160,250"
E01013305,"161,975","125,000"
E01013306,"143,000","121,500"
E01013307,"155,000","128,000"
E01013308,"82,250","81,000"
E01013309,"120,000","137,500"
E01013310,"65,750","69,950"
E01013311,"62,300","61,900"
E01013312,"83,000","64,750"
E01013313,"84,500","80,000"
E01013314,"90,000","90,950"
E01013315,"77,500","86,750"
E01013316,"139,000","154,000"
E01013317,"124,000","97,475"
E01013318,"90,000","81,250"
E01013319,"82,750","88,000"
E01013320,"91,500","72,000"
E01013321,"132,500","118,000"
E01013322,"149,000","161,750"
E01013323,"119,000","80,000"
E01013324,"222,500","120,000"
E01013325,"122,475","133,500"
E01013326,"161,500","156,250"
E01013327,"122,500","130,500"
E01013328,"175,000","169,950"
E01013329,"119,995","140,000"
E01013330,"82,403","79,155"
E01013331,"88,500","80,000"
E01013332,"80,000","72,750"
E01013333,"111,000","105,750"
E01013334,"100,000","91,500"
E01033296,"114,250","98,000"
E01033297,"121,000","123,475"
E01013335,"153,500","135,000"
E01013336,"158,750","175,000"
E01013337,"185,000","169,950"
E01013338,"169,000","180,000"
E01013339,"192,500","174,950"
E01013340,"257,000","289,500"
E01013341,"179,250","200,250"
E01013342,"213,250","220,000"
E01013343,"130,000","129,000"
E01013344,"249,950","264,000"
E01013345,"136,999","137,000"
E01013346,"200,000","217,500"
E01013347,"138,250","125,000"
E01013348,"149,000","144,000"
E01013349,:,"130,000"
E01013350,"128,000","128,250"
E01013351,"247,863","266,000"
E01013352,"240,000","238,000"
E01013353,"149,995","145,000"
E01013354,"170,000","165,500"
E01013355,"280,000","223,750"
E01013356,"150,000","152,000"
E01013357,"289,998","292,998"
E01013358,"235,750","220,000"
E01013359,"142,500","140,500"
E01013360,"195,500","202,500"
E01013361,"177,998","179,995"
E01013362,"183,000","214,998"
E01013363,"154,000","152,425"
E01013364,"161,250","151,500"
E01013365,"186,250","170,000"
E01013366,"160,125","225,000"
E01013368,"159,245","175,000"
E01013369,"194,000","255,000"
E01013370,"160,250","153,000"
E01013371,"235,000","225,000"
E01013372,"165,000","153,725"
E01013373,"196,250","209,950"
E01013374,"220,000","189,500"
E01013375,"177,250","264,750"
E01013376,"196,225","200,000"
E01013377,"226,000","188,475"
E01013378,"208,000","159,000"
E01013379,"240,000","212,500"
E01013380,"282,250","191,000"
E01013381,"165,500","165,000"
E01013382,"140,000","125,000"
E01013383,"148,000","148,000"
E01013384,"123,750","130,000"
E01013385,"125,000","206,000"
E01013386,"127,500","142,500"
E01013387,"260,000","223,000"
E01013388,"190,000","172,500"
E01013389,"185,000","173,500"
E01013390,"130,500","125,000"
E01013391,"164,500","155,000"
E01013392,"179,750","161,250"
E01013393,"156,000","147,500"
E01013394,"245,250","160,000"
E01013395,"181,000","187,900"
E01013396,"136,750","143,000"
E01013397,"169,000","169,995"
E01013398,"173,000","209,000"
E01013399,"126,500","118,500"
E01013400,"140,000","140,000"
E01013401,"155,000","144,000"
E01013402,"241,000","214,000"
E01013403,"168,975","174,000"
E01013404,"167,000","143,375"
E01013405,"165,000","159,975"
E01013406,"131,975","132,000"
E01013407,"206,250","223,036"
E01013408,"182,750","187,000"
E01013409,"190,000","168,750"
E01013410,"160,000","153,750"
E01013411,"171,750","164,000"
E01013412,"151,500","150,250"
E01013413,"225,000","220,000"
E01013414,"178,000","173,000"
E01013416,"165,000","165,000"
E01013417,"325,000","289,975"
E01013418,"178,500","167,000"
E01013419,"227,000","184,950"
E01013420,"201,250","194,250"
E01013421,"240,000","295,000"
E01013422,"215,000","197,500"
E01013423,"264,975","278,000"
E01013424,"270,000","235,000"
E01013425,"200,000","189,995"
E01013426,"225,000","275,000"
E01013427,"304,850","250,000"
E01013428,"165,000","173,825"
E01013429,"190,000","191,500"
E01013430,"250,000","215,000"
E01013431,"170,000","167,750"
E01013432,"170,000","174,250"
E01013433,"187,000","174,000"
E01013434,"180,500","171,000"
E01013435,"183,000","150,000"
E01013436,"417,500","407,500"
E01013437,"229,950","208,000"
E01013438,"200,000","200,000"
E01013439,"246,500","235,000"
E01013440,"210,000","168,750"
E01013441,"146,000","150,700"
E01013442,"135,500","176,500"
E01013443,"124,000","130,000"
E01013444,"125,000","120,000"
E01013445,"125,000","137,000"
E01013446,"140,000","144,500"
E01013447,"120,000","128,000"
E01013448,"112,000","107,500"
E01013449,"175,000","170,000"
E01013450,"220,000","370,000"
E01013451,"262,000","197,500"
E01013452,"247,450","267,000"
E01033067,"162,500","177,500"
E01033068,"205,000","200,000"
E01033069,"176,250","190,000"
E01033070,"177,936","191,250"
E01013453,"93,000","80,000"
E01013454,"123,475","115,000"
E01013455,"125,000","116,125"
E01013456,"85,000","75,250"
E01013457,"84,250","81,000"
E01013458,"189,000","205,000"
E01013459,"125,000","106,250"
E01013460,"95,250","82,750"
E01013461,"175,000","260,000"
E01013462,"165,500","175,000"
